S.No.,District,Location,Latitude,Longitude,pH,EC,TDS,TH,Ca,Mg,Na,K,"CO
3","HCO
3",Cl,"SO
4","NO
3",F,U,SAR,RSC
397,Gadchiroli,Govindgaon,19.106,80.12,7.66,1075,688,415,28,84,53,1.9,0,403,57,80,64,1.06,3.09,1.12,-1.7
398,Gadchiroli,Elchil,19.515,80.152,7.67,1034,662,385,50,63,55,1.3,0,330,92,56,81,0.82,2.04,1.22,-2.3
399,Gadchiroli,Shankarpur,20.627,80.035,7.34,1018,652,390,104,32,52,1.9,0,165,163,61,78,0.72,14.81,1.15,-5.1
400,Gadchiroli,Delanwadi,20.433,80.183,7.65,560,358,200,50,18,28,13.9,0,195,60,29,8,0.78,2.14,0.85,-0.8
401,Gadchiroli,Mulchera,19.682,79.997,7.81,453,290,150,38,13,33,4.6,0,183,39,18,6,1.09,1.49,1.18,0
402,Gadchiroli,Konsari,19.764,79.814,7.82,1310,838,240,50,28,73,201.7,0,366,191,66,32,0.6,1.84,2.05,1.2
403,Gadchiroli,Vihirgaon Kukdi,20.652,80.168,7.42,1092,699,420,78,55,47,18.2,0,305,163,41,46,0.73,4.65,0.99,-3.4
404,Gadchiroli,Uradi,20.619,80.208,7.72,822,526,245,50,29,38,68.7,0,317,78,10,27,0.69,3.54,1.05,0.3
405,Gadchiroli,Maregaon-1,20.306,80.118,7.57,953,610,290,30,52,16,111.4,0,275,110,21,81,0.66,1.17,0.42,-1.3
406,Gadchiroli,Armori-1,20.468,79.987,7.7,1016,650,215,22,39,78,91.4,0,354,113,18,43,0.76,1.4,2.32,1.5
407,Gadchiroli,Kitadi,20.365,79.99,7.78,2035,1302,725,12,169,90,80.2,0,488,340,38,129,0.87,14.36,1.46,-6.5
408,Gondia,Amgaon,21.375,80.383,7.34,1477,945,490,66,79,101,3.9,0,354,277,55,5,0.99,8.14,1.99,-4
409,Gondia,Murdoli,21.225,80.208,7.49,1062,680,295,38,49,100,0.9,0,311,131,52,33,1.55,7.45,2.54,-0.8
410,Gondia,Salebardi,20.91,79.94,7.41,1212,776,490,60,83,49,1.3,0,323,156,56,69,1.35,41.52,0.96,-4.5
411,Gondia,Goregaon,21.333,80.217,7.63,729,467,245,54,27,48,12.8,0,262,85,20,12,1.03,2.36,1.33,-0.6
412,Gondia,Tiroda,21.4,79.933,7.85,1070,685,335,56,47,87,4.1,0,323,121,69,40,1.17,8.94,2.08,-1.4
413,Gondia,Navegaon,20.917,80.083,7.86,675,432,240,38,35,44,0.6,0,287,25,63,4,0.9,0.68,1.22,-0.1
414,Gondia,Rajegaon,21.614,80.247,7.68,1055,675,225,36,33,94,73.7,0,244,149,63,58,0.85,0.82,2.72,-0.5
415,Gondia,Asoli,21.483,80.267,7.85,176,113,35,10,2,21,6.9,0,49,21,4,20,0.5,0.07,1.56,0.1
416,Gondia,Sejgaon,21.496,80.018,7.62,1093,700,385,60,57,69,1.8,0,305,131,51,66,1.17,1.59,1.52,-2.7
417,Gondia,Sondad,21.075,80.092,7.77,489,313,195,26,32,26,1.2,0,244,25,19,4,1.63,0.51,0.82,0.1
418,Gondia,Navegaon II (KHURD),21.346,79.822,7.37,1029,659,360,50,57,65,3.2,0,104,213,73,59,1.45,12.16,1.5,-5.5
419,Gondia,Kalimati,21.463,80.365,7.79,1085,694,300,42,47,104,3.1,0,342,142,42,21,1.37,0.55,2.6,-0.4
420,Gondia,Deori-1,21.076,80.367,7.66,602,385,170,28,24,46,21.6,0,153,67,46,44,0.6,0.06,1.55,-0.9
421,Gondia,Sategaon-Sakaritola,21.27,80.45,7.62,423,271,115,20,16,34,14.8,0,116,50,25,23,0.69,29.07,1.37,-0.4
422,Gondia,Khamari,21.419,80.237,7.32,1244,796,290,46,43,85,102.7,0,122,259,84,80,0.68,27.21,2.17,-3.8
423,Gondia,Dhabetekdi,20.79,79.965,7.27,1350,864,470,64,75,73,33.5,0,122,301,88,80,1.65,63.97,1.47,-7.4
424,Hingoli,Kanhergaon,19.933,77.15,7.73,603,386,245,30,41,28,0.5,0,256,39,29,12,0.74,0.16,0.78,-0.7
425,Hingoli,Narsi,19.754,77.014,8.21,952,610,75,20,6,183,2.3,0,232,152,32,17,1.68,0.37,9.18,2.3
426,Hingoli,Babulgaon,19.267,77.133,7.54,558,357,205,40,26,29,3.3,0,220,46,25,8,0.76,1.66,0.87,-0.5
427,Hingoli,Kolsa,19.817,76.867,7.81,674,431,240,50,28,45,1.2,0,226,46,29,80,0.76,0.15,1.26,-1.1
428,Hingoli,Hatta,19.767,76.8,7.98,670,429,265,48,35,31,1.4,0,317,21,20,31,0.63,0.1,0.83,-0.1
429,Hingoli,Alegaon (Old),19.134,77.152,7.72,507,324,190,30,28,26,3.9,0,220,32,22,9,0.56,0.4,0.82,-0.2
430,Hingoli,Aundha nagnath,19.542,77.033,7.44,813,520,285,50,39,36,25.7,0,330,57,30,36,0.38,0.37,0.93,-0.3
431,Hingoli,Barashiv-1 (Jawla bazar),19.439,76.958,7.76,518,332,190,50,16,31,1,0,183,43,31,14,0.48,0.68,0.97,-0.8
432,Hingoli,Chondi Amba-1,19.433,77.15,7.71,587,375,240,70,16,23,0.7,0,183,53,36,46,0.66,0.97,0.65,-1.8
433,Hingoli,Aral-1,19.333,76.983,7.89,649,416,255,52,30,30,1.9,0,189,71,28,46,0.64,0.93,0.81,-2
434,Hingoli,Hivra,19.637,77.083,8.27,758,485,160,22,26,100,1.5,0,214,64,37,81,0.96,0.46,3.45,0.3
435,Hingoli,Umara,19.693,77.258,7.82,801,512,335,54,49,27,0.4,0,378,25,25,38,0.7,0,0.63,-0.5
436,Hingoli,Dongarkada,19.378,77.375,8.18,448,286,45,10,5,81,0.4,0,122,57,31,7,2.18,0.9,5.25,1.1
437,Hingoli,Chikhli,19.321,76.96,7.75,824,527,205,36,28,93,1.2,0,293,74,32,38,1.07,1.11,2.83,0.7
438,Hingoli,Palasgaon,19.313,77.233,7.73,808,517,280,52,36,50,2.2,0,159,142,33,44,0.77,3.4,1.3,-3
439,Hingoli,Kautha-Khudnapur,19.362,77.19,7.76,845,541,305,52,43,53,4,0,244,124,21,38,0.71,2.58,1.31,-2.1
440,Hingoli,Kurundha,19.406,77.231,7.79,826,529,250,40,36,74,1.1,0,305,82,34,27,0.92,0.54,2.04,0
441,Hingoli,Bolda,19.548,77.275,7.77,910,583,200,36,27,112,1.5,0,195,177,23,25,0.95,3.81,3.43,-0.8
442,Hingoli,Khutha,19.828,76.859,7.79,1623,1039,365,46,61,204,5.9,0,415,312,18,15,1.36,0.46,4.65,-0.5
443,Hingoli,Jambharun-Rodge,19.771,76.957,8.06,633,405,75,14,10,109,1.8,0,195,67,27,39,0.6,2.04,5.5,1.7
444,Hingoli,Sawad,19.737,77.053,7.86,690,441,150,20,24,79,0.9,0,244,50,30,45,1.68,1.49,2.79,1
445,Hingoli,Salwa,19.608,77.384,7.89,658,421,240,52,27,40,1.1,0,189,67,24,52,1.06,1.31,1.13,-1.7
446,Hingoli,Balapur Akhada-1,19.542,77.411,7.79,810,519,280,46,40,54,3.2,0,250,106,18,35,1.29,2.31,1.39,-1.5
447,Hingoli,Toha,19.521,77.34,7.79,1088,696,185,24,30,158,13.3,0,445,85,21,44,0.72,2.46,5.05,3.6
448,Hingoli,Hingoli-1,19.709,77.151,8.05,983,629,335,60,45,71,1.1,0,409,82,30,10,0.95,0.86,1.68,0
449,Hingoli,Vai Gorakhnath,19.45,77.135,8.01,527,338,235,42,32,15,0.4,0,207,32,20,38,0.58,2.87,0.44,-1.3
450,Hingoli,Basmat Shivar,19.326,77.118,7.83,917,587,255,52,30,87,1.9,0,232,163,20,21,0.76,3.46,2.38,-1.3
451,Hingoli,Chudawa-1,19.17,77.139,7.93,2330,1491,625,72,108,221,47.9,0,415,418,113,75,0.78,1.85,3.84,-5.7
452,Hingoli,Songaon,19.801,76.885,7.8,947,606,215,32,33,112,4.1,0,275,46,125,75,1.34,1.92,3.32,0.2
453,Jalgaon,Faizupur,21.167,75.86,7.83,937,599,310,42,50,93,0.6,0,391,78,23,85,0.42,0.21,2.29,0.2
454,Jalgaon,Erandol,20.917,75.333,7.19,1674,1071,620,106,86,71,1.2,0,482,145,62,86,0.35,2.12,1.24,-4.5
455,Jalgaon,Bodwad,20.883,75.983,7.5,1226,785,400,70,55,82,3.3,0,323,156,59,90,0.54,0.76,1.79,-2.7
456,Jalgaon,Neri,20.854,75.664,7.33,2650,1696,1100,180,158,83,0.7,0,250,698,71,88,0.46,3.94,1.08,-17.9
457,Jalgaon,Dharangaon,21.017,75.267,7.44,1869,1196,505,88,69,175,3.9,0,378,347,80,88,0.69,1.63,3.38,-3.9
458,Jalgaon,Mondhale,20.858,75.025,7.78,841,538,280,38,45,84,2.3,0,458,67,20,8,1.18,0.37,2.18,1.9
459,Jalgaon,Shendurni,20.65,75.604,7.91,1290,826,320,56,44,100,79.4,0,433,128,60,82,0.56,0.46,2.43,0.7
460,Jalgaon,Kasoda,20.825,75.3,7.83,2463,1576,690,86,115,205,4.5,0,604,404,67,88,0.79,2.83,3.39,-3.9
461,Jalgaon,Adgaon,20.507,74.903,7.48,1423,911,525,78,80,59,0.8,0,336,188,80,83,0.61,1.75,1.12,-5
462,Jalgaon,Pasardi,20.581,75.175,7.84,1225,784,425,56,69,89,2.9,0,409,149,21,82,0.46,1.82,1.88,-1.8
463,Jalgaon,Vakdi,20.671,75.821,7.47,1120,717,365,54,56,84,11,0,360,142,37,85,0.44,1.13,1.92,-1.4
464,Jalgaon,Talwade Kd,20.731,75.1,7.9,695,445,270,42,40,32,1.7,0,250,43,42,61,0.48,0.25,0.86,-1.3
465,Jalgaon,Bodar,20.372,75.052,7.76,727,465,300,46,45,36,0.4,0,262,92,30,13,0.57,0.34,0.89,-1.7
466,Jalgaon,Dangarda,21.254,75.742,7.72,745,477,315,50,46,27,7.2,0,384,28,17,44,0.44,0,0.67,0
467,Jalgaon,Balvadi,21.139,75.969,7.92,917,587,350,56,51,57,0.9,0,384,92,21,43,0.44,0.89,1.32,-0.7
468,Jalgaon,Narvel,21.194,76.121,7.84,1504,963,570,64,100,73,0.7,0,470,160,46,90,0.3,1.04,1.32,-3.7
469,Jalgaon,Mendhoda,21.106,76.033,7.57,1946,1245,705,86,119,90,6.5,0,470,301,54,90,0.28,2.02,1.47,-6.4
470,Jalgaon,Shengola,20.692,75.813,7.55,907,581,320,64,39,59,1.8,0,244,110,65,71,0.32,1.06,1.43,-2.4
471,Jalgaon,Pimpalkotha,20.992,75.383,7.39,1922,1230,510,78,77,160,5.5,0,391,319,62,87,0.55,2.86,3.08,-3.8
472,Jalgaon,Kekat Nimbhora,20.831,75.717,7.54,1225,784,395,56,62,90,1.1,0,238,177,82,85,0.48,1.08,1.96,-4
473,Jalgaon,Raver1,21.247,76.034,7.82,1181,756,330,52,49,107,0.4,0,366,149,41,63,0.44,0.48,2.55,-0.6
474,Jalgaon,Muktai Nagar-1,21.05,76.033,7.96,750,480,290,52,39,49,1.2,0,305,89,27,6,0.3,0.29,1.26,-0.8
475,Jalgaon,Pachora-1,20.662,75.319,7.67,920,589,325,50,49,55,0.8,0,354,74,48,38,0.37,2.12,1.33,-0.7
476,Jalgaon,Parola-1,20.883,75.102,7.8,2085,1334,510,84,73,178,16.9,0,580,241,81,87,0.54,2.28,3.43,-0.7
477,Jalgaon,Yawal-1,21.151,75.699,7.88,1002,641,360,62,50,68,0.9,0,293,138,23,89,0.34,0.06,1.57,-2.4
478,Jalgaon,Sangvi Bk,21.18,75.748,7.69,935,599,390,70,52,43,0.6,0,317,106,21,87,0.28,0,0.95,-2.6
479,Jalgaon,Kingaon,21.206,75.582,7.65,980,627,380,56,58,50,1,0,330,99,21,84,0.19,0.1,1.1,-2.2
480,Jalgaon,Pimpalkhede,20.747,75.272,7.8,1263,808,365,60,52,98,37.8,0,378,138,58,91,0.18,0.94,2.23,-1.1
481,Jalgaon,Kusumbe-1,20.961,75.616,7.6,822,526,285,62,32,37,13.6,0,256,96,43,24,0.49,0.81,0.96,-1.5
482,Jalgaon,Lasgaon,20.79,75.456,7.61,2630,1683,740,84,129,201,12,0,635,397,56,88,0.53,4.74,3.22,-4.4
483,Jalgaon,Susari-Varangaon,20.998,75.908,7.79,1420,909,370,44,63,109,1,0,244,227,57,87,0.55,0.58,2.46,-3.4
484,Jalgaon,Jamner-1,20.801,75.792,7.59,1920,1229,525,76,81,134,1.5,0,330,305,65,90,0.77,1.6,2.55,-5.1
485,Jalgaon,"Jalgaon - Harivitthal
Nagar",20.999,75.541,7.58,1003,642,325,54,46,85,0.9,0,360,103,52,68,0.48,0.36,2.06,-0.6
486,Jalgaon,Jalgaon - Balajipeth,21.015,75.573,8,830,531,215,36,30,84,52.5,0,397,71,39,21,0.59,0.49,2.48,2.2
487,Jalgaon,Jalgaon-Kasamwa,21.002,75.573,7.96,1260,806,320,52,46,151,11.9,0,543,124,52,11,0.5,0.13,3.66,2.5
488,Jalgaon,Jalgaon-Sindhi,20.995,75.569,7.6,848,543,260,44,36,65,0.8,0,275,96,51,9,0.64,0,1.75,-0.7
489,Jalgaon,"Jalgaon - Shivaji
Udhyan",20.988,75.569,7.86,1592,1019,515,96,67,72,4.2,0,433,209,46,7,0.48,1.02,1.38,-3.2
490,Jalgaon,Vichve,20.938,75.871,7.89,659,422,180,32,24,63,5.6,0,220,82,35,8,0.54,0,2.04,0
491,Jalgaon,Sirsala,20.939,75.05,7.62,913,584,280,44,41,85,1,0,330,85,51,66,0.41,0,2.21,-0.2
492,Jalgaon,Jamthi,20.807,75.97,7.41,1363,872,475,82,66,68,1.8,0,409,128,65,88,0.5,0.89,1.35,-2.8
493,Jalgaon,Khiroda-2,21.208,75.883,8.05,769,492,225,34,34,71,0.3,0,354,28,18,40,0.34,0.26,2.07,1.3
494,Jalgaon,Khanapur-1,21.275,76.102,7.86,1456,932,455,64,72,106,0.7,0,537,124,48,80,0.54,1.27,2.15,-0.3
495,Jalgaon,Vivra Bk,21.203,75.988,7.98,1234,790,450,70,67,57,1.3,0,360,128,32,86,0.47,0.43,1.17,-3.1
496,Jalgaon,Waghijhira,21.278,75.585,7.6,716,458,280,50,38,25,0.7,0,317,32,17,39,0.21,0,0.65,-0.4
497,Jalgaon,Sakli-1,21.171,75.629,7.76,567,363,195,44,21,36,0.5,0,238,39,10,26,0.37,0,1.11,0
498,Jalgaon,Bhadgaon-1,20.672,75.226,7.91,1681,1076,290,26,55,224,1.4,0,616,138,51,86,0.27,2.32,5.72,4.3
499,Jalgaon,Varkhedi-1,20.96,75.979,7.82,755,483,290,34,50,34,0.6,0,262,53,23,90,0.5,0.24,0.87,-1.5
500,Jalgaon,Amalner-1,21.045,75.077,7.74,750,480,265,36,43,45,0.5,0,244,82,45,25,0.55,0,1.21,-1.3
501,Jalgaon,Bhadgaon-1,20.656,75.454,7.3,2485,1590,825,110,134,58,1,0,183,510,31,86,0.61,2.51,0.88,-13.5
502,Jalgaon,Akhatwade,21.214,75.27,7.87,2854,1827,495,74,75,363,1.6,0,641,475,41,88,0.46,2.04,7.09,0.6
503,Jalna,Ambad,19.6,75.783,7.18,1425,912,530,122,55,68,5.4,0,323,188,110,46,0.54,2.88,1.28,-5.3
504,Jalna,Jafrabad,20.2,76.017,7.2,6381,4084,2450,427,337,329,5.8,0,995,1003,601,43,0.37,13.68,2.89,-32.7
505,Jalna,Warud,20.267,76.133,7.7,1255,803,420,74,57,82,1.6,0,403,149,52,44,0.46,2.48,1.74,-1.8
506,Jalna,Kalegaon,19.817,75.983,7.93,670,429,230,38,33,39,1.9,0,250,60,32,10,0.63,0.94,1.12,-0.5
507,Jalna,Shreshti,19.475,76.233,7.52,1904,1219,415,50,70,202,28.3,0,403,152,275,80,0.71,3.3,4.3,-1.7
508,Jalna,Wakdi,20.367,75.792,7.53,2963,1896,735,116,108,166,166.1,0,506,344,395,89,0.33,5.54,2.66,-6.4
509,Jalna,Longaon,20.05,75.899,7.8,1750,1120,640,100,95,95,6.3,0,397,163,170,90,0.58,5.63,1.63,-6.3
510,Jalna,Navha,19.917,76.039,7.78,1020,653,400,62,60,43,0.6,0,323,82,50,64,0.63,0.78,0.93,-2.7
511,Jalna,Samangaon,19.757,75.844,7.63,736,471,260,42,38,35,2,0,275,60,41,5,0.57,0.97,0.95,-0.7
512,Jalna,Talegaon,20.068,75.658,7.97,881,564,200,34,28,59,88.1,0,360,71,47,26,0.62,0.39,1.81,1.9
513,Jalna,Talni,19.883,76.444,7.68,2529,1619,560,74,91,245,115.7,0,500,308,300,90,0.38,1.72,4.5,-3
514,Jalna,Badnapur,19.87,75.713,8.02,831,532,255,46,34,70,11.6,0,378,67,31,17,0.65,0.83,1.92,1.1
515,Jalna,Bavne Pangri,19.984,75.869,7.69,867,555,340,52,51,38,0.9,0,305,57,31,67,0.64,0.64,0.9,-1.8
516,Jalna,Chanegaon,20.019,75.828,7.74,1113,712,380,62,55,58,25.8,0,330,110,70,76,0.66,1.64,1.29,-2.2
517,Jalna,Bondalpuri,19.556,75.898,7.76,538,344,220,36,32,21,0.8,0,244,21,18,38,0.66,1.3,0.61,-0.4
518,Jalna,Siphora,20.26,75.857,7.61,1118,716,420,72,58,45,1.8,0,293,131,56,73,0.47,2.3,0.95,-3.6
519,Jalna,Rajur,20.051,75.848,7.58,684,438,290,56,36,23,1.1,0,244,82,29,8,0.43,0.79,0.59,-1.8
520,Jalna,Pimpalgaon Renukai,20.551,75.891,7.42,1374,879,540,84,80,68,4.3,0,342,181,77,75,0.39,2.19,1.27,-5.2
521,Jalna,Hasnabad-1,20.127,75.693,7.41,1633,1045,560,82,86,113,1.4,0,250,323,80,67,0.38,4.35,2.08,-7.1
522,Jalna,Utavad,19.765,76.068,7.6,895,573,330,48,51,49,1.1,0,342,53,36,65,0.48,1.52,1.18,-1
523,Jalna,Dhoksal,19.746,76.368,7.83,1055,675,450,66,69,36,1.6,0,281,67,120,64,0.5,1.51,0.74,-4.4
524,Jalna,Partur-2,19.585,76.226,7.65,828,530,340,58,47,33,2.2,0,244,71,59,82,0.58,1.05,0.78,-2.8
525,Jalna,Sukhapuri-1,19.523,75.807,7.71,997,638,245,42,34,110,3.9,0,336,106,52,11,0.77,1.73,3.04,0.6
526,Jalna,Dungaon-1,19.518,75.659,7.48,959,614,335,58,46,53,1.2,0,305,67,60,76,0.65,1.68,1.26,-1.7
527,Jalna,Shirner,19.614,75.734,7.72,973,623,375,64,52,29,0.8,0,317,57,55,72,0.64,1.37,0.65,-2.3
528,Jalna,Yenora Dhanora,19.728,76.135,7.68,1621,1037,490,60,83,124,12.4,0,360,188,202,66,0.64,2.81,2.44,-3.9
529,Jalna,Jalna-1,19.856,75.867,7.68,622,398,275,50,36,22,0.9,0,250,53,40,23,0.41,0.39,0.56,-1.4
530,Jalna,Banegaon,20.12,75.843,7.84,834,534,335,62,44,33,1.1,0,244,78,48,70,0.47,1.21,0.79,-2.7
531,Jalna,Baranjala Lokhande,20.194,75.829,7.84,1657,1060,385,60,57,170,2,0,348,255,80,72,1.12,1.08,3.76,-2
532,Jalna,Bhokardhan-2,20.251,75.77,7.53,1410,902,390,64,56,98,2,0,336,174,68,69,0.6,1.55,2.15,-2.3
533,Jalna,Danapur,20.311,75.825,7.88,1064,681,385,76,47,42,4.8,0,323,92,51,70,0.52,2.86,0.93,-2.4
534,Jalna,Pokhari Sindhkhed,19.981,75.958,7.75,690,441,285,50,39,27,1.1,0,281,25,33,67,0.65,0.59,0.71,-1.1
535,Jalna,Gondegaon-1,19.936,75.931,7.82,1204,771,500,80,73,32,2.5,0,293,142,65,75,0.53,2.15,0.62,-5.2
536,Kolhapur,Ajra,16.117,74.2,6.5,334,214,100,30,6,18,22.5,0,92,35,12,43,0.25,0.17,0.79,-0.5
537,Kolhapur,Shiroli,16.733,74.283,7.29,1026,657,330,54,47,84,2,0,281,152,80,23,0.28,1.45,2.01,-2
538,Kolhapur,Murgud,16.383,74.183,7.95,687,440,260,48,34,47,13.6,0,317,60,18,11,0.31,0.72,1.26,0
539,Kolhapur,Shiradwad,16.667,74.483,7.54,1006,644,310,70,33,88,1.8,0,323,117,63,43,0.23,1.63,2.18,-0.9
540,Kolhapur,Panhala,16.817,74.1,7.71,287,183,100,22,11,18,9,0,98,32,12,25,0.22,0.01,0.79,-0.4
541,Kolhapur,Naganwadi,15.933,74.25,7.8,90,58,45,12,4,5,0.4,0,49,11,3,3,0.16,0.04,0.33,-0.1
542,Kolhapur,Kini wathar,16.87,74.298,7.29,873,559,290,36,49,51,2,0,305,74,43,4,0.5,3.39,1.29,-0.8
543,Kolhapur,Amba,16.968,73.807,7.51,159,102,75,20,6,6,1.3,0,73,11,8,13,0.21,0.21,0.32,-0.3
544,Kolhapur,Paijarwadi,16.842,74.083,7.43,585,374,215,48,23,27,16.3,0,293,39,5,17,0.34,0.58,0.79,0.5
545,Kolhapur,Gagan bauda,16.542,73.829,7.46,156,100,65,18,5,7,7,0,61,11,14,13,0.16,0,0.38,-0.3
546,Kolhapur,Gokul shirgaon,16.642,74.275,7.58,783,501,300,48,44,36,1,0,305,82,31,14,0.51,0.96,0.91,-1
547,Kolhapur,Nitawade,16.233,74.05,6.95,373,239,125,22,17,14,25.1,0,122,39,24,17,0.32,0,0.55,-0.5
548,Kolhapur,Authur,16.258,74.254,7.72,789,505,270,48,36,59,14.5,0,201,128,49,20,0.31,0.51,1.56,-2.1
549,Kolhapur,Nesari,16.051,74.331,7.78,223,143,80,22,6,15,2.9,0,61,28,12,23,0.18,0,0.72,-0.6
550,Kolhapur,Karve,15.897,74.34,7.75,191,122,70,16,7,13,0.7,0,49,28,3,24,0.14,0,0.67,-0.6
551,Kolhapur,Undri,16.781,73.986,7.76,173,110,65,18,5,8,3.6,0,61,21,7,9,0.13,0,0.45,-0.3
552,Kolhapur,Khupire,16.709,74.168,7.76,689,441,325,54,46,31,1.9,0,293,78,29,4,0.23,0.39,0.74,-1.7
553,Kolhapur,Surupali,16.414,74.239,7.72,536,343,195,34,27,23,1.9,0,244,18,18,20,0.5,1.4,0.72,0.1
554,Kolhapur,Pimpalgaon,16.297,74.217,7.94,612,391,215,28,35,21,6.8,0,226,46,20,19,0.26,0.64,0.62,-0.6
555,Kolhapur,Radhanagari,16.408,73.996,7.64,345,221,125,22,17,16,10.2,0,134,21,23,22,0.17,0,0.64,-0.3
556,Kolhapur,Patne,15.868,74.233,7.91,76,48,30,6,4,4,1.4,0,18,11,5,9,0.12,0,0.34,-0.3
557,Kolhapur,Washi,16.64,74.179,7.9,548,351,230,36,34,29,0.9,0,275,32,16,14,0.33,0.7,0.84,-0.1
558,Kolhapur,Surute,15.838,74.375,7.74,171,109,70,18,6,8,1.5,0,61,21,3,10,0.17,0.8,0.44,-0.4
559,Kolhapur,Halkarne,16.169,74.469,7.49,1082,692,290,38,47,56,15.3,0,195,121,64,61,0.23,1.73,1.42,-2.6
560,Kolhapur,Shelewadi,16.494,74.117,7.9,389,249,180,34,23,12,0.7,0,183,18,19,28,0.39,0.22,0.4,-0.6
561,Kolhapur,Aslaj,16.604,73.892,7.82,52,33,25,8,1,3,0.6,0,18,7,2,10,0.14,0,0.3,-0.2
562,Kolhapur,Khindivarvade-1,16.452,74.051,7.08,189,121,80,20,7,8,3.2,0,92,11,6,13,0.17,0,0.39,-0.1
563,Kolhapur,Wadicharan-1,16.88,74.034,7.93,843,540,250,46,33,50,40.9,0,409,43,26,15,0.19,0.79,1.37,1.7
564,Kolhapur,Shelarwadi,16.934,73.914,7.77,168,107,85,20,9,8,0.4,0,98,11,2,12,0.17,0.81,0.36,-0.1
565,Kolhapur,Kirve,16.688,73.998,7.73,213,136,95,22,10,9,1.2,0,98,18,5,7,0.21,0,0.41,-0.3
566,Kolhapur,Kanura Khurd,15.965,74.103,7.75,146,94,40,8,5,8,7.6,0,43,11,6,16,0.13,0.51,0.58,-0.1
567,Kolhapur,Cheye,16.544,74.169,7.64,384,246,165,28,23,13,0.5,0,122,25,26,42,0.22,0.2,0.45,-1.3
568,Kolhapur,Kagal,16.581,74.312,7.64,762,487,245,40,35,44,0.5,0,250,57,49,39,0.47,1.24,1.23,-0.8
569,Kolhapur,Shirol,16.738,74.604,7.43,2177,1393,695,128,91,157,3.6,0,311,277,336,54,0.31,4.21,2.59,-8.8
570,Kolhapur,Madigi Budrukh1,16.364,74.152,7.97,1033,661,265,34,44,71,11.6,0,250,124,58,6,0.44,1.63,1.9,-1.2
571,Kolhapur,Shirgaon1,15.945,74.209,7.65,99,63,45,8,6,5,0.2,0,37,11,5,11,0.14,0.38,0.33,-0.3
572,Latur,Budhoda,18.3,76.533,7.49,929,594,305,64,35,45,5.8,0,183,85,79,38,0.49,1.11,1.11,-3.1
573,Latur,Murud-Akola,18.4,76.4,7.66,1563,1000,575,104,77,80,7,0,488,149,92,69,1.03,5.99,1.45,-3.5
574,Latur,Ausa,18.25,76.5,7.65,1084,694,450,92,53,41,3.7,0,311,167,76,9,0.52,2.74,0.83,-3.9
575,Latur,Panchincholi,18.4,76.233,7.85,1092,699,350,54,52,73,13.2,0,366,106,53,69,0.56,2.32,1.69,-1
576,Latur,Kingaon,18.761,76.772,7.28,1508,965,485,78,70,91,2.4,0,397,174,79,89,0.47,1.82,1.8,-3.2
577,Latur,Pangaon,18.627,76.629,7.77,1344,860,450,70,67,83,14.8,0,336,191,79,73,0.56,2.81,1.7,-3.5
578,Latur,Jalkot,18.63,77.197,7.76,529,339,210,40,27,32,1.5,0,256,32,26,7,0.72,0.37,0.96,0
579,Latur,Lamjana Phata,18.117,76.583,7.72,594,380,230,50,26,27,2.5,0,250,35,26,17,0.66,0.46,0.77,-0.5
580,Latur,Mogha,18.317,77.15,7.75,611,391,245,44,33,21,5.7,0,268,28,24,36,0.65,0.12,0.59,-0.5
581,Latur,Borgaon Kale,18.408,76.314,7.28,1396,893,450,70,67,94,10.2,0,409,145,73,83,0.49,1.79,1.93,-2.3
582,Latur,Patoda,18.671,76.833,7.75,892,571,350,72,41,38,6.3,0,391,57,48,4,0.78,1.07,0.89,-0.6
583,Latur,Bhada,18.268,76.397,7.47,960,614,415,72,57,33,2.2,0,293,106,79,7,0.79,2.72,0.7,-3.5
584,Latur,Ashta,18.459,76.757,7.73,1202,769,475,64,77,52,2.5,0,293,131,97,88,0.7,2.92,1.03,-4.7
585,Latur,Pandharwadi,18.346,76.89,7.82,1119,716,335,68,40,83,31.1,0,391,82,79,70,0.78,2.08,1.98,-0.3
586,Latur,Rajwadi,18.501,76.569,7.68,898,574,215,52,21,85,1.3,0,262,82,45,42,0.89,0.84,2.52,0
587,Latur,Walandi-1,18.233,76.974,7.73,808,517,290,40,46,47,4.7,0,275,74,18,71,0.73,0.84,1.2,-1.3
588,Latur,Nalegaon-1,18.423,76.816,7.49,1288,824,390,58,60,59,4,0,445,57,73,20,0.57,4.46,1.29,-0.5
589,Latur,Kasar Belkunda-1,17.942,76.85,7.95,959,614,200,28,32,52,111.2,0,372,35,47,46,0.89,1.31,1.61,2.1
590,Latur,Rapka,18.354,76.805,7.57,1019,652,325,64,40,78,2.4,0,366,78,69,45,0.74,1.11,1.87,-0.5
591,Latur,Samdarga,18.251,76.436,7.66,1228,786,340,70,40,59,107.6,0,458,85,58,81,0.62,2.5,1.38,0.7
592,Latur,Matola,18.086,76.402,7.52,995,637,325,54,46,68,10.4,0,311,99,68,45,0.89,1.68,1.64,-1.4
593,Latur,Rudha,18.753,76.988,7.74,744,476,245,42,34,59,0.9,0,293,43,51,43,0.89,0.82,1.63,-0.1
594,Latur,Zari_Bk,18.617,76.807,7.76,513,328,170,34,21,51,0.4,0,287,14,18,9,0.98,0.27,1.72,1.3
